candidate	relevant_yn	sentiment	sentiment_confidence	subject_matter	retweet_count	text	tweet_created	tweet_location	user_timezone
No candidate mentioned	yes	Neutral	0.6739	None of the above	5	RT @NickSylian: From today to the time the next president has one year in office #22aDay will empty that arena. #GOPDebates #IAVA	8/6/15 19:51	NYC	Eastern Time (US & Canada)
Ted Cruz	yes	Negative	0.6667	None of the above	0	"Oh, Ted Cruz is still talking. I think I needed more ice cream #GOPdebates"	8/6/15 19:51	"Austin, TX"	Central Time (US & Canada)
No candidate mentioned	yes	Neutral	0.3374	None of the above	1	Voices in my head question. #WordFromGodQuestion #GOPDebates	8/6/15 19:51		Arizona
No candidate mentioned	yes	Negative	0.6742	FOX News or Moderators	157	"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. ___ #GOPDebate  #GOPDebates"	8/6/15 19:51	"Charleston, SC"	
No candidate mentioned	yes	Negative	0.6526	Racial issues	3	"RT @Pudingtane: #gopdebates questions r worded like personal attacks, including half truths. They stated cops were targeting blacks. That's__"	8/6/15 19:51	"va beach, va"	Atlantic Time (Canada)
No candidate mentioned	yes	Negative	1	FOX News or Moderators	157	"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. ___ #GOPDebate  #GOPDebates"	8/6/15 19:51		Quito
No candidate mentioned	yes	Positive	0.6325	None of the above	3	RT @GallagherPreach: It is just me or can anyone else not wait for SNL this weekend for the debate coverage? #GOPdebates #GOPdebate	8/6/15 19:51	Los Angeles 	
No candidate mentioned	yes	Negative	1	FOX News or Moderators	157	"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. ___ #GOPDebate  #GOPDebates"	8/6/15 19:51	Altcoinworld	Greenland
No candidate mentioned	yes	Negative	1	FOX News or Moderators	157	"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. ___ #GOPDebate  #GOPDebates"	8/6/15 19:51	Yorktown Va	Atlantic Time (Canada)
No candidate mentioned	yes	Negative	0.6538		0	"Really, that's the closing question? WHY?!?! #GOPDebates"	8/6/15 19:51	"Apple Valley, CA"	Pacific Time (US & Canada)
Ted Cruz	yes	Negative	1	None of the above	0	"No one cares about your daddy issues, Cruz #GOPDebates"	8/6/15 19:50	"Long Island, NY _Ѣ Boston, MA"	Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	1	Racial issues	21	RT @monaeltahawy: Can someone send this to #GOPDebates #BlackLivesMatter http://t.co/Jc9jhrrCPw	8/6/15 19:50		
No candidate mentioned	yes	Neutral	0.6624	None of the above	0	"How many of these guys now wish they would have been in the 5 o'clock debate, instead of this one? #AllButOne #GOPdebates"	8/6/15 19:50	"Stanley, NC"	Atlantic Time (Canada)
No candidate mentioned	yes	Negative	1	FOX News or Moderators	157	"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. ___ #GOPDebate  #GOPDebates"	8/6/15 19:50		Central Time (US & Canada)
No candidate mentioned	yes	Negative	0.3617	Religion	0	#GOPDebates and there goes the 1st amendment.	8/6/15 19:50		Mid-Atlantic
No candidate mentioned	yes	Neutral	0.6821	None of the above	0		8/6/15 19:50	"Santa Monica, 4th & Montana"	Pacific Time (US & Canada)
No candidate mentioned	yes	Negative	0.6539	Religion	3	"RT @TheRachelFisher: You guys, separation of church and state is also in the constitution.#GOPDebates"	8/6/15 19:50	"bed, probably"	Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	1	Religion	0	"Why the fluff is this a legitimate question? Like, First Amendment or separation of church &amp; state? #GOPDebates"	8/6/15 19:50		Indiana (East)
No candidate mentioned	yes	Negative	0.6277		3	YALL BETTER NOT LIE ABOUT GOD. S/he didn't talk to all of yall. #GOPDebates	8/6/15 19:50	Chicago | Eastman	Quito
No candidate mentioned	yes	Negative	0.6885	FOX News or Moderators	9	"RT @cat_1012000: Thanks @FoxTV for holding the #GOPDebates Now millions of people KNOW you're no better or balanced then MSN, ABC, CBS... #__"	8/6/15 19:50	St Pete Florida	Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	1	FOX News or Moderators	157	"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. ___ #GOPDebate  #GOPDebates"	8/6/15 19:50		Pacific Time (US & Canada)
No candidate mentioned	yes	Negative	1	FOX News or Moderators	157	"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. ___ #GOPDebate  #GOPDebates"	8/6/15 19:50	"Cut Off, La"	
Ted Cruz	yes	Negative	0.6159	FOX News or Moderators	21		8/6/15 19:50	"Seattle, WA"	Pacific Time (US & Canada)
Donald Trump	yes	Negative	1	FOX News or Moderators	134	RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. ___ #GOPDebate__	8/6/15 19:50		Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	0.6739	None of the above	21	RT @monaeltahawy: Can someone send this to #GOPDebates #BlackLivesMatter http://t.co/Jc9jhrrCPw	8/6/15 19:50	"Washington, DC, USA"	Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	1	None of the above	0	THIS FUCKING QUESTION. THEYRE ASKING THIS TO POTENTIAL PRESIDENTIAL NOMINEES. HOLY SHIT #GOPDebates	8/6/15 19:50	"Long Island, NY _Ѣ Boston, MA"	Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	0.6696	Religion	2	RT @halhefner: The creepy blond commentator just promised us that #god is coming to the #GOPdebates after the break. http://t.co/E6T5ZG8xwp	8/6/15 19:50	"Los Angeles, California"	Pacific Time (US & Canada)
No candidate mentioned	yes	Neutral	0.6497	Religion	0	Now we're asking them if they talk to God?  #GOPDebates	8/6/15 19:50		
No candidate mentioned	yes	Negative	0.6848	FOX News or Moderators	157	"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. ___ #GOPDebate  #GOPDebates"	8/6/15 19:50	United States Of America	Pacific Time (US & Canada)
No candidate mentioned	yes	Negative	0.6452	Jobs and Economy	7	RT @Gauchat: Hopefully we'll find out where God stands on the taxing-pimps issue. #GOPDebates	8/6/15 19:50	Washington DC / Edinburgh UK	Edinburgh
No candidate mentioned	yes	Negative	1	FOX News or Moderators	157	"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. ___ #GOPDebate  #GOPDebates"	8/6/15 19:50	"Arlington, VA"	Eastern Time (US & Canada)
Donald Trump	yes	Positive	0.6707	None of the above	5	"RT @steakNstiffarms: I'm imagining Trump giving a State of the Union, and yeah ok maybe I'd vote for him #GOPDebates"	8/6/15 19:50	Scottsdale AZ	Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	1	FOX News or Moderators	157	"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. ___ #GOPDebate  #GOPDebates"	8/6/15 19:50	United States	Central Time (US & Canada)
No candidate mentioned	yes	Negative	0.6905	FOX News or Moderators	0	Is Megan Kelly asking a troll question? #GOPdebates	8/6/15 19:50		
Scott Walker	yes	Negative	0.6977	Foreign Policy	8		8/6/15 19:50	United States of America	
No candidate mentioned	yes	Neutral	0.6667	None of the above	0	A trailer about that terrible movie No Escape airing during these #GOPDebates feels very apt.	8/6/15 19:50	"Seattle, Wa"	Pacific Time (US & Canada)
No candidate mentioned	yes	Negative	0.6392	Religion	7	RT @Gauchat: Hopefully we'll find out where God stands on the taxing-pimps issue. #GOPDebates	8/6/15 19:50	Orion spiral arm- Sol 3 	Pacific Time (US & Canada)
No candidate mentioned	yes	Negative	1	FOX News or Moderators	157	"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. ___ #GOPDebate  #GOPDebates"	8/6/15 19:50	United States	EDT
No candidate mentioned	yes	Positive	1	None of the above	19	RT @BethBehrs: Classy. #GOPDebates  https://t.co/pZpyl1rdU6	8/6/15 19:50		Arizona
No candidate mentioned	yes	Negative	1	FOX News or Moderators	157	"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. ___ #GOPDebate  #GOPDebates"	8/6/15 19:50	"East side of Vineland, NJ"	
No candidate mentioned	yes	Negative	1	FOX News or Moderators	157	"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. ___ #GOPDebate  #GOPDebates"	8/6/15 19:50	"Myrtle Beach, SC"	Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	1	None of the above	7	"Dear friends, it may seem like this is fun to me but I'm really mad about how Republicans treat people who can't afford to live. #GopDebates"	8/6/15 19:50	"Cocoa Beach, Florida"	Eastern Time (US & Canada)
John Kasich	yes	Negative	0.6559	None of the above	1	Kasich had a strong start to the debate but lack of questions led him to fade into the background. #GOPDebates	8/6/15 19:50	Indianapolis	Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	1	FOX News or Moderators	157	"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. ___ #GOPDebate  #GOPDebates"	8/6/15 19:50	Oregon	Pacific Time (US & Canada)
No candidate mentioned	yes	Neutral	0.3358	None of the above	1	U.S. military spending vs other nations via @washingtonpost http://t.co/vBPXF8hqRF #GOPDebates http://t.co/StS4TNx3Kw	8/6/15 19:50	"Detroit, Michigan"	Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	0.6742	Racial issues	21	RT @monaeltahawy: Can someone send this to #GOPDebates #BlackLivesMatter http://t.co/Jc9jhrrCPw	8/6/15 19:50	Australia	Sydney
No candidate mentioned	yes	Neutral	0.6459	Jobs and Economy	7	RT @Gauchat: Hopefully we'll find out where God stands on the taxing-pimps issue. #GOPDebates	8/6/15 19:50	Made in Brooklyn	Eastern Time (US & Canada)
No candidate mentioned	yes	Neutral	0.6344	None of the above	0	They've all seen the burning bush? #GOPDebates	8/6/15 19:50		
No candidate mentioned	yes	Negative	1	FOX News or Moderators	157	"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. ___ #GOPDebate  #GOPDebates"	8/6/15 19:50	"Missouri, USA"	Quito
Donald Trump	yes	Negative	0.6742	FOX News or Moderators	78	RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. ___ #GOPDebate  #GOPDebates	8/6/15 19:50		Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	0.6842	FOX News or Moderators	5	"RT @RedStateDems: I can barely stay awake watching this thing, but I don't want to miss the Rose Ceremony. #GOPdebates http://t.co/XHsJ9d4Q__"	8/6/15 19:50	New York	Eastern Time (US & Canada)
Donald Trump	yes	Negative	1	None of the above	0	@jamiaw @realDonaldTrump #GOPDebates see previous tweet	8/6/15 19:50		
No candidate mentioned	yes	Negative	1	FOX News or Moderators	157	"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. ___ #GOPDebate  #GOPDebates"	8/6/15 19:50	instagram: @jordan___evans	Central Time (US & Canada)
No candidate mentioned	yes	Neutral	0.3512	None of the above	0	One word for #GOPDebates #bingo!	8/6/15 19:50		
No candidate mentioned	yes	Neutral	0.6421	Racial issues	21	RT @monaeltahawy: Can someone send this to #GOPDebates #BlackLivesMatter http://t.co/Jc9jhrrCPw	8/6/15 19:50	Atlanta by way of the Ohio	Pacific Time (US & Canada)
Chris Christie	yes	Neutral	0.6824	None of the above	0	#Lottabody and end wraps. #ChrisChristie #GOPDebates	8/6/15 19:50	Pittsburgh 	Atlantic Time (Canada)
No candidate mentioned	yes	Neutral	0.6703	FOX News or Moderators	0	GOD and dinosaurs. #GOPDebates #foxnewsdebate	8/6/15 19:50	Genosha	Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	0.6875	Religion	7	RT @Gauchat: Hopefully we'll find out where God stands on the taxing-pimps issue. #GOPDebates	8/6/15 19:50	"Washington, D.C."	Eastern Time (US & Canada)
Jeb Bush	yes	Negative	1	None of the above	172	RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. ___ #GOPDebate  #GOPDebates	8/6/15 19:50	Twilight Zone	
Chris Christie	yes	Negative	1	Foreign Policy	1	RT @tmservo433: Chris Christie: I want an unbelievably sized military. To intimidate people. Not at all because I haven't seen my penis in __	8/6/15 19:50		
No candidate mentioned	yes	Negative	1	FOX News or Moderators	157	"It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. ___ #GOPDebate  #GOPDebates"	8/6/15 19:50	"Newport Beach, California"	Pacific Time (US & Canada)
No candidate mentioned	yes	Negative	0.6421		0	This might be the biggest problem with our budget maybe kind of (does not include VA benefits) #GOPDebates http://t.co/PiJKAW96i1	8/6/15 19:50	"Upper Black Eddy, Pennsylvania"	Atlantic Time (Canada)
Ted Cruz	yes	Neutral	1	None of the above	149	"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, ___ #GOPDebate  #G__"	8/6/15 19:50	The SRTC wants me in jail!	Atlantic Time (Canada)
Ted Cruz	yes	Positive	0.3438	FOX News or Moderators	21		8/6/15 19:50		Eastern Time (US & Canada)
Jeb Bush	yes	Negative	0.7028	FOX News or Moderators	0	Fox loves Bush! Ugh! Give me Cruz!! #GOPDebates #GOPDebate #TedCruz	8/6/15 19:49		
No candidate mentioned	yes	Neutral	1	None of the above	0	What Roxy Girl thinks of the #GOPDebates... @ Kaua'i https://t.co/tLCi4GEZOF	8/6/15 19:49	Hawai'i	Hawaii
Scott Walker	yes	Neutral	0.6429	Foreign Policy	8		8/6/15 19:49	Conservatarian 	Jerusalem
Chris Christie	yes	Positive	1	None of the above	0	@ChrisChristie You are making me even more proud of New Jersey!#GOPDEBATES	8/6/15 19:49		
No candidate mentioned	yes	Neutral	0.3333		0	Where are the alumni from top foreign affairs programs and military schools? We need you. Help us! Please. #GOPdebates	8/6/15 19:49	DC	Central Time (US & Canada)
No candidate mentioned	yes	Neutral	0.6739	None of the above	33	RT @goldietaylor: Commercial break! #GOPDebates http://t.co/NdE2oeJLmH	8/6/15 19:49	"Statesboro, GA"	Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	0.3218	None of the above	3	It is just me or can anyone else not wait for SNL this weekend for the debate coverage? #GOPdebates #GOPdebate	8/6/15 19:49	"Gadsden, Alabama"	Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	1	FOX News or Moderators	9	"RT @cat_1012000: Thanks @FoxTV for holding the #GOPDebates Now millions of people KNOW you're no better or balanced then MSN, ABC, CBS... #__"	8/6/15 19:49	Southern States of America 	Atlantic Time (Canada)
Scott Walker	yes	Neutral	0.6493	None of the above	8		8/6/15 19:49		
No candidate mentioned	yes	Negative	0.358	Religion	6	"RT @laurenreeves: ""Stay tuned for closing statements, final thoughts, and God."" And then I turned off the TV, I'm good. #GOPDebates"	8/6/15 19:49	"iPhone: 30.189400,-97.814209"	Central Time (US & Canada)
Donald Trump	yes	Negative	0.691	FOX News or Moderators	134	RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. ___ #GOPDebate__	8/6/15 19:49		
Ted Cruz	yes	Positive	1	None of the above	65		8/6/15 19:49	"Seattle, WA"	Pacific Time (US & Canada)
Donald Trump	yes	Negative	0.6552	FOX News or Moderators	134	RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. ___ #GOPDebate__	8/6/15 19:49		
No candidate mentioned	yes	Negative	0.3441		7	RT @Gauchat: Hopefully we'll find out where God stands on the taxing-pimps issue. #GOPDebates	8/6/15 19:49		Atlantic Time (Canada)
No candidate mentioned	yes	Negative	0.3491	Racial issues	33	RT @goldietaylor: Commercial break! #GOPDebates http://t.co/NdE2oeJLmH	8/6/15 19:49	trappin out the Bando	Eastern Time (US & Canada)
Scott Walker	yes	Negative	0.6667	Foreign Policy	8		8/6/15 19:49	USA	Eastern Time (US & Canada)
No candidate mentioned	yes	Neutral	1	None of the above	33	RT @goldietaylor: Commercial break! #GOPDebates http://t.co/NdE2oeJLmH	8/6/15 19:49	"#VA, #NY, #London "	Eastern Time (US & Canada)
No candidate mentioned	yes	Neutral	0.3404	None of the above	0	#FACT: Obama caused that drought not the GOP @BHowl_  http://t.co/OkpZQkQhKJ #GOPDebates #pjnet	8/6/15 19:49	New Mexico	Central Time (US & Canada)
Ted Cruz	yes	Positive	1	None of the above	65		8/6/15 19:49	"Toledo, Oh."	
Ted Cruz	yes	Positive	0.3333	None of the above	149	"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, ___ #GOPDebate  #G__"	8/6/15 19:49	Georgia	Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	0.3218	None of the above	5	"RT @RedStateDems: I can barely stay awake watching this thing, but I don't want to miss the Rose Ceremony. #GOPdebates http://t.co/XHsJ9d4Q__"	8/6/15 19:49	columbus ohio	
No candidate mentioned	yes	Negative	1	Racial issues	21	RT @monaeltahawy: Can someone send this to #GOPDebates #BlackLivesMatter http://t.co/Jc9jhrrCPw	8/6/15 19:49	IG: renedugar	Central Time (US & Canada)
